"Polnoletni storilci zoper katere je bil kazenski postopek pri državnem tožilstvu konèan po kaznivem dejanju, spolu, starosti ob storitvi kaznivega dejanja in vrsti odloèbe, Slovenija, letno"

"KAZNIVO DEJANJE";"VRSTA ODLOÈBE";"Moški Starost - SKUPAJ 2013";"Moški Starost - SKUPAJ 2014";"Moški Starost - SKUPAJ 2015";"Moški Starost - SKUPAJ 2016";"Moški Starost - SKUPAJ 2017";"Moški Starost - SKUPAJ 2018";"Moški Starost - SKUPAJ 2019";"Moški Starost - SKUPAJ 2020";"Moški do 20 let 2013";"Moški do 20 let 2014";"Moški do 20 let 2015";"Moški do 20 let 2016";"Moški do 20 let 2017";"Moški do 20 let 2018";"Moški do 20 let 2019";"Moški do 20 let 2020";"Moški od 21 do 30 let 2013";"Moški od 21 do 30 let 2014";"Moški od 21 do 30 let 2015";"Moški od 21 do 30 let 2016";"Moški od 21 do 30 let 2017";"Moški od 21 do 30 let 2018";"Moški od 21 do 30 let 2019";"Moški od 21 do 30 let 2020";"Moški od 31 do 40 let 2013";"Moški od 31 do 40 let 2014";"Moški od 31 do 40 let 2015";"Moški od 31 do 40 let 2016";"Moški od 31 do 40 let 2017";"Moški od 31 do 40 let 2018";"Moški od 31 do 40 let 2019";"Moški od 31 do 40 let 2020";"Moški od 41 do 50 let 2013";"Moški od 41 do 50 let 2014";"Moški od 41 do 50 let 2015";"Moški od 41 do 50 let 2016";"Moški od 41 do 50 let 2017";"Moški od 41 do 50 let 2018";"Moški od 41 do 50 let 2019";"Moški od 41 do 50 let 2020";"Moški od 51 do 60 let 2013";"Moški od 51 do 60 let 2014";"Moški od 51 do 60 let 2015";"Moški od 51 do 60 let 2016";"Moški od 51 do 60 let 2017";"Moški od 51 do 60 let 2018";"Moški od 51 do 60 let 2019";"Moški od 51 do 60 let 2020";"Moški nad 60 let 2013";"Moški nad 60 let 2014";"Moški nad 60 let 2015";"Moški nad 60 let 2016";"Moški nad 60 let 2017";"Moški nad 60 let 2018";"Moški nad 60 let 2019";"Moški nad 60 let 2020";"Ženske Starost - SKUPAJ 2013";"Ženske Starost - SKUPAJ 2014";"Ženske Starost - SKUPAJ 2015";"Ženske Starost - SKUPAJ 2016";"Ženske Starost - SKUPAJ 2017";"Ženske Starost - SKUPAJ 2018";"Ženske Starost - SKUPAJ 2019";"Ženske Starost - SKUPAJ 2020";"Ženske do 20 let 2013";"Ženske do 20 let 2014";"Ženske do 20 let 2015";"Ženske do 20 let 2016";"Ženske do 20 let 2017";"Ženske do 20 let 2018";"Ženske do 20 let 2019";"Ženske do 20 let 2020";"Ženske od 21 do 30 let 2013";"Ženske od 21 do 30 let 2014";"Ženske od 21 do 30 let 2015";"Ženske od 21 do 30 let 2016";"Ženske od 21 do 30 let 2017";"Ženske od 21 do 30 let 2018";"Ženske od 21 do 30 let 2019";"Ženske od 21 do 30 let 2020";"Ženske od 31 do 40 let 2013";"Ženske od 31 do 40 let 2014";"Ženske od 31 do 40 let 2015";"Ženske od 31 do 40 let 2016";"Ženske od 31 do 40 let 2017";"Ženske od 31 do 40 let 2018";"Ženske od 31 do 40 let 2019";"Ženske od 31 do 40 let 2020";"Ženske od 41 do 50 let 2013";"Ženske od 41 do 50 let 2014";"Ženske od 41 do 50 let 2015";"Ženske od 41 do 50 let 2016";"Ženske od 41 do 50 let 2017";"Ženske od 41 do 50 let 2018";"Ženske od 41 do 50 let 2019";"Ženske od 41 do 50 let 2020";"Ženske od 51 do 60 let 2013";"Ženske od 51 do 60 let 2014";"Ženske od 51 do 60 let 2015";"Ženske od 51 do 60 let 2016";"Ženske od 51 do 60 let 2017";"Ženske od 51 do 60 let 2018";"Ženske od 51 do 60 let 2019";"Ženske od 51 do 60 let 2020";"Ženske nad 60 let 2013";"Ženske nad 60 let 2014";"Ženske nad 60 let 2015";"Ženske nad 60 let 2016";"Ženske nad 60 let 2017";"Ženske nad 60 let 2018";"Ženske nad 60 let 2019";"Ženske nad 60 let 2020"
"4.XXIV.228 poslovna goljufija";"Odloèba tožilstva - SKUPAJ";959;1377;1680;1330;1136;879;683;610;8;12;28;10;19;19;10;11;137;187;215;202;144;123;86;71;295;448;541;431;334;249;204;160;326;436;537;386;350;253;229;217;160;248;282;233;232;170;115;115;33;46;77;68;57;65;39;36;235;335;392;313;295;183;169;123;4;2;6;3;-;6;-;2;43;58;58;51;40;31;21;14;66;119;132;89;95;60;58;42;69;102;122;109;100;56;56;37;45;49;58;43;43;25;22;20;8;5;16;18;17;5;12;8
"4.XXIV.228010 poslovna goljufija - od. 1";"Odloèba tožilstva - SKUPAJ";826;1138;1393;1078;913;678;542;484;6;12;21;10;15;11;9;9;123;150;176;162;126;85;65;52;253;372;445;352;267;186;162;133;282;368;457;316;279;202;191;167;138;203;231;183;181;145;83;93;24;33;63;55;45;49;32;30;196;276;328;248;237;139;121;96;3;1;5;3;-;2;-;2;36;47;48;39;28;24;17;10;55;95;103;67;76;46;42;34;58;88;105;87;80;42;38;29;36;41;55;35;38;21;14;16;8;4;12;17;15;4;10;5
"4.XXIV.228021 poslovna goljufija - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";79;151;231;198;188;169;118;98;1;-;7;-;3;8;1;1;7;11;29;30;16;29;17;9;25;51;76;57;51;54;30;21;22;47;62;60;61;44;36;41;17;32;46;39;45;21;27;20;7;10;11;12;12;13;7;6;22;32;44;51;44;37;38;25;0;-;1;-;-;4;-;-;2;3;4;8;9;5;2;3;6;12;21;18;12;13;14;7;5;11;15;16;18;11;13;8;9;5;1;8;3;3;7;4;0;1;2;1;2;1;2;3
"4.XXIV.228031 poslovna goljufija - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";54;88;56;54;35;32;23;28;1;-;-;-;1;-;-;1;7;26;10;10;2;9;4;10;17;25;20;22;16;9;12;6;22;21;18;10;10;7;2;9;5;13;5;11;6;4;5;2;2;3;3;1;-;3;-;-;17;27;20;14;14;7;10;2;1;1;-;-;-;-;-;-;5;8;6;4;3;2;2;1;5;12;8;4;7;1;2;1;6;3;2;6;2;3;5;-;0;3;2;-;2;1;1;-;0;-;2;-;-;-;-;-
"4.XXIV.229 goljufija na škodo Evropske unije";"Odloèba tožilstva - SKUPAJ";5;18;33;37;34;27;38;19;0;-;-;-;1;-;1;-;0;1;2;4;3;4;2;1;2;6;11;11;7;7;8;8;0;6;8;6;11;7;16;7;3;5;9;12;8;7;8;2;0;-;3;4;4;2;3;1;0;1;7;4;13;8;10;10;0;-;-;-;-;-;-;1;0;-;1;-;2;1;-;1;0;-;4;3;5;3;3;5;0;-;1;1;4;3;5;3;0;1;1;-;1;1;1;-;0;-;-;-;1;-;1;-
"4.XXIV.229010 goljufija na škodo Evropske unije - od. 1";"Odloèba tožilstva - SKUPAJ";-;5;4;7;6;3;5;6;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;2;2;3;3;1;2;2;-;1;-;1;3;-;3;3;-;2;-;2;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;1;6;2;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;5;1;-;2;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.229020 goljufija na škodo Evropske unije - od. 2";"Odloèba tožilstva - SKUPAJ";4;3;4;7;11;8;21;6;0;-;-;-;-;-;-;-;0;1;1;3;2;-;2;-;2;2;2;2;-;2;4;3;0;-;1;1;3;3;11;1;2;-;-;1;5;2;3;1;0;-;-;-;1;1;1;1;0;-;1;-;3;4;6;2;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;1;2;1;0;-;-;-;2;2;3;1;0;-;1;-;-;1;-;-;0;-;-;-;-;-;1;-
"4.XXIV.229031 goljufija na škodo Evropske unije - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;3;23;16;13;6;9;4;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;1;-;-;7;3;4;1;-;-;-;3;6;3;4;2;2;3;-;-;8;7;2;2;4;-;-;-;1;3;2;-;2;-;-;1;6;3;1;1;4;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;4;2;-;1;1;1;-;-;1;1;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-
"4.XXIV.229032 goljufija na škodo Evropske unije - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";1;7;2;7;4;10;2;3;0;-;-;-;-;-;-;-;0;-;-;-;1;1;-;-;0;2;-;3;-;3;1;3;0;2;1;1;1;2;-;-;1;3;1;2;1;3;1;-;0;-;-;1;1;1;-;-;0;-;-;-;3;1;-;1;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;1;0;-;-;-;1;1;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.229041 goljufija na škodo Evropske unije - od. 4 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.230 preslepitev pri pridobitvi in uporabi posojila ali ugodnosti";"Odloèba tožilstva - SKUPAJ";6;12;7;33;17;23;16;4;0;-;1;-;-;-;-;-;2;1;-;7;-;3;1;1;1;2;2;5;5;6;3;-;1;6;4;13;6;6;6;2;1;2;-;6;4;4;4;1;1;1;-;2;2;4;2;-;1;1;1;6;4;3;5;1;0;-;-;-;-;1;-;-;1;-;-;3;-;-;1;-;0;-;1;2;1;1;3;-;0;-;-;-;1;1;1;-;0;1;-;1;1;-;-;-;0;-;-;-;1;-;-;1
"4.XXIV.230010 preslepitev pri pridobitvi in uporabi posojila ali ugodnosti - od. 1";"Odloèba tožilstva - SKUPAJ";6;11;7;31;15;21;16;3;0;-;1;-;-;-;-;-;2;1;-;5;-;3;1;1;1;2;2;5;5;4;3;-;1;6;4;13;5;6;6;2;1;1;-;6;3;4;4;-;1;1;-;2;2;4;2;-;1;1;1;6;2;3;4;1;0;-;-;-;-;1;-;-;1;-;-;3;-;-;1;-;0;-;1;2;1;1;2;-;0;-;-;-;-;1;1;-;0;1;-;1;-;-;-;-;0;-;-;-;1;-;-;1
"4.XXIV.230021 preslepitev pri pridobitvi in uporabi posojila ali ugodnosti - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;1;-;2;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.231 preslepitev pri poslovanju z vrednostnimi papirji";"Odloèba tožilstva - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.231010 preslepitev pri poslovanju z vrednostnimi papirji - od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.231021 preslepitev pri poslovanju z vrednostnimi papirji - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.232 preslepitev kupcev";"Odloèba tožilstva - SKUPAJ";1;3;5;3;3;-;-;2;0;-;-;-;-;-;-;-;0;-;3;2;-;-;-;1;0;2;2;-;2;-;-;-;0;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;0;-;-;-;1;-;-;-;0;-;1;1;1;1;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;1;-;-;-;-;0;-;-;-;-;1;-;-;0;-;-;-;-;-;-;-
"4.XXIV.232010 preslepitev kupcev - od. 1";"Odloèba tožilstva - SKUPAJ";-;3;5;3;3;-;-;2;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;1;-;2;2;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-
"4.XXIV.232020 preslepitev kupcev - od. 2";"Odloèba tožilstva - SKUPAJ";1;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.233 neupravièena uporaba tuje oznake ali modela";"Odloèba tožilstva - SKUPAJ";4;7;9;11;8;9;7;3;0;-;1;-;1;1;-;-;2;4;3;1;1;3;-;1;1;2;2;7;2;3;1;-;0;-;1;1;1;2;2;-;1;1;2;2;3;-;3;2;0;-;-;-;-;-;1;-;3;-;2;3;2;1;2;2;0;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;-;2;-;-;1;1;1;-;1;1;1;1;1;-;0;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-
"4.XXIV.233010 neupravièena uporaba tuje oznake ali modela - od. 1";"Odloèba tožilstva - SKUPAJ";3;7;8;8;6;8;5;3;0;-;1;-;1;1;-;-;2;4;3;1;1;3;-;1;1;2;2;6;1;3;-;-;0;-;1;-;-;1;2;-;0;1;1;1;3;-;2;2;0;-;-;-;-;-;1;-;2;-;2;2;2;1;2;2;0;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;0;-;-;2;-;-;1;1;1;-;1;-;1;1;1;-;0;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-
"4.XXIV.233020 neupravièena uporaba tuje oznake ali modela - od. 2";"Odloèba tožilstva - SKUPAJ";1;-;1;3;2;1;2;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;1;1;-;1;-;0;-;-;1;1;1;-;-;1;-;1;1;-;-;1;-;0;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.234 neupravièena uporaba tujega izuma ali topografije";"Odloèba tožilstva - SKUPAJ";-;3;2;2;-;3;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;2;1;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.234010 neupravièena uporaba tujega izuma ali topografije - od. 1";"Odloèba tožilstva - SKUPAJ";-;3;2;2;-;3;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;2;1;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.235 ponareditev ali unièenje poslovnih listin";"Odloèba tožilstva - SKUPAJ";96;96;137;95;152;115;115;102;0;3;1;4;5;2;2;1;13;15;20;9;20;8;9;17;28;33;53;30;43;44;43;22;32;25;36;27;40;29;31;34;16;16;21;16;34;19;21;20;7;4;6;9;10;13;9;8;10;27;43;36;41;39;26;30;0;-;-;1;1;-;-;-;1;3;8;4;6;5;3;5;2;11;16;10;14;11;7;9;1;8;10;9;11;14;7;10;5;4;7;8;6;7;4;5;1;1;2;4;3;2;5;1
"4.XXIV.235010 ponareditev ali unièenje poslovnih listin - od. 1";"Odloèba tožilstva - SKUPAJ";33;54;73;54;74;58;41;31;0;-;1;3;1;1;-;-;4;10;13;7;8;3;3;2;9;16;28;16;25;18;13;8;14;14;17;11;18;18;9;11;2;12;10;10;15;10;12;10;4;2;4;7;7;8;4;-;7;20;25;15;23;15;15;10;0;-;-;1;-;-;-;-;1;2;4;2;2;2;2;1;1;11;10;5;11;3;3;3;0;4;6;3;7;7;4;3;4;2;4;1;2;2;3;3;1;1;1;3;1;1;3;-
"4.XXIV.235020 ponareditev ali unièenje poslovnih listin - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";63;39;60;41;78;57;73;70;0;3;-;1;4;1;2;1;9;5;7;2;12;5;6;15;19;16;21;14;18;26;29;14;18;10;19;16;22;11;22;23;14;3;11;6;19;9;9;9;3;2;2;2;3;5;5;8;3;7;18;21;18;24;11;20;0;-;-;-;1;-;-;-;0;1;4;2;4;3;1;4;1;-;6;5;3;8;4;6;1;4;4;6;4;7;3;7;1;2;3;7;4;5;1;2;0;-;1;1;2;1;2;1
"4.XXIV.235031 ponareditev ali unièenje poslovnih listin - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.235032 ponareditev ali unièenje poslovnih listin - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";-;3;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.236 izdaja in neupravièena pridobitev poslovne skrivnosti";"Odloèba tožilstva - SKUPAJ";12;7;14;10;19;13;12;11;0;1;1;3;1;1;1;-;4;-;1;2;5;2;1;2;2;3;7;1;5;5;7;4;4;1;2;3;6;5;1;3;2;2;3;1;1;-;2;1;0;-;-;-;1;-;-;1;2;4;3;5;10;2;3;6;0;-;1;-;1;1;-;-;1;2;-;1;1;-;1;1;0;1;-;-;4;1;1;1;1;1;2;1;3;-;-;3;0;-;-;2;-;-;-;1;0;-;-;1;1;-;1;-
"4.XXIV.236010 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 1";"Odloèba tožilstva - SKUPAJ";7;4;9;6;8;8;8;9;0;-;-;1;1;1;-;-;1;-;1;-;1;1;1;1;1;2;4;1;2;2;6;4;3;1;2;3;3;4;-;3;2;1;2;1;1;-;1;-;0;-;-;-;-;-;-;1;2;3;2;4;9;2;1;3;0;-;-;-;1;1;-;-;1;1;-;1;1;-;-;1;0;1;-;-;4;1;1;-;1;1;2;-;2;-;-;1;0;-;-;2;-;-;-;1;0;-;-;1;1;-;-;-
"4.XXIV.236020 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 2";"Odloèba tožilstva - SKUPAJ";3;1;4;2;2;3;3;1;0;1;1;1;-;-;-;-;2;-;-;1;1;1;-;1;0;-;2;-;1;2;1;-;1;-;-;-;-;-;1;-;0;-;1;-;-;-;1;-;0;-;-;-;-;-;-;-;0;1;1;1;-;-;-;3;0;-;1;-;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;1;0;-;-;1;-;-;-;2;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.236031 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";2;1;1;2;9;2;-;-;0;-;-;1;-;-;-;-;1;-;-;1;3;-;-;-;1;-;1;-;2;1;-;-;0;-;-;-;3;1;-;-;0;1;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;1;-;1;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;1;-;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.236032 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
"4.XXIV.236041 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 4 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.237 zloraba informacijskega sistema";"Odloèba tožilstva - SKUPAJ";2;3;5;3;3;3;2;4;0;-;-;-;-;-;-;-;0;-;-;-;1;-;1;1;0;3;2;3;-;2;-;1;2;-;2;-;2;1;-;2;0;-;1;-;-;-;1;-;0;-;-;-;-;-;-;-;1;-;-;1;2;2;-;1;1;-;-;-;-;-;-;-;0;-;-;-;-;1;-;-;0;-;-;1;-;1;-;-;0;-;-;-;2;-;-;1;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.237010 zloraba informacijskega sistema - od. 1";"Odloèba tožilstva - SKUPAJ";2;3;5;3;3;1;2;4;0;-;-;-;-;-;-;-;0;-;-;-;1;-;1;1;0;3;2;3;-;1;-;1;2;-;2;-;2;-;-;2;0;-;1;-;-;-;1;-;0;-;-;-;-;-;-;-;1;-;-;1;2;1;-;1;1;-;-;-;-;-;-;-;0;-;-;-;-;1;-;-;0;-;-;1;-;-;-;-;0;-;-;-;2;-;-;1;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XXIV.237021 zloraba informacijskega sistema - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.238 zloraba notranje informacije";"Odloèba tožilstva - SKUPAJ";-;7;1;-;3;8;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;1;2;-;1;-;3;1;-;1;3;-;-;-;2;-;-;1;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
"4.XXIV.238010 zloraba notranje informacije - od. 1";"Odloèba tožilstva - SKUPAJ";-;6;1;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;1;-;-;2;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.238020 zloraba notranje informacije - od. 2";"Odloèba tožilstva - SKUPAJ";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.238030 zloraba notranje informacije - od. 3";"Odloèba tožilstva - SKUPAJ";-;1;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
